LoanID,CustomerID,AccountID,LoanAmount,InterestRate,LoanStartDate,LoanEndDate
1256,3810,3737,640690.56,13.03,2006-09-23,2039-07-27
1257,2206,2362,120923.52,9.01,2008-05-31,2036-11-13
1258,1017,3729,819951.42,13.58,2017-05-07,2032-03-11
1259,4430,2328,981319.36,10.71,2022-08-15,2041-03-04
1260,448,577,563480.49,14.54,2013-07-07,2038-03-17
1261,105,4767,41258.4,10.0,2017-08-16,2044-12-02
1262,2001,4839,635758.07,14.81,2001-12-02,2032-12-04
1263,193,1929,56659.19,5.33,2004-11-17,2027-07-20
1264,3181,4441,789324.6,5.44,2012-11-01,2050-03-12
1265,843,423,902499.14,13.69,2006-10-14,2040-11-27
1266,1238,3995,229607.27,7.2,2016-09-15,2026-12-21
1267,2191,4469,270899.53,13.25,2000-06-12,2048-05-23
1268,4339,1734,315758.53,7.02,2000-01-16,2045-10-17
1269,4334,3712,267253.04,14.92,2021-03-08,2031-04-22
1270,1710,4231,694207.03,12.18,2023-10-22,2050-05-31
1271,458,2093,372583.74,14.43,2004-06-08,2039-09-01
1272,4107,4257,17313.06,8.9,2012-01-22,2046-08-15
1273,2948,3346,428314.92,11.27,2016-03-24,2039-09-05
1274,4010,2283,664415.69,8.78,2015-07-08,2037-07-30
1275,3083,4648,367797.7,14.49,2017-06-19,2038-06-05
1276,4971,1832,248579.49,14.1,2009-02-05,2025-03-12
1277,3788,182,342733.83,13.43,2021-07-02,2043-05-20
1278,498,3383,465988.66,8.85,2019-08-30,2029-01-04
1279,934,558,215746.56,5.35,2012-05-21,2044-06-05
1280,4706,1541,628355.7,6.55,2022-12-08,2041-11-15
1281,119,853,557751.79,8.51,2016-05-22,2036-09-18
1282,2017,2430,543995.56,12.28,2004-05-11,2026-05-02
1283,2971,3141,209513.88,5.31,2018-02-05,2033-05-15
1284,2449,4784,792420.54,14.17,2025-10-14,2035-12-01
1285,2092,1276,780671.89,7.83,2004-05-28,2031-05-15
1286,2441,4141,339633.72,8.46,2019-04-07,2046-10-23
1287,221,3188,31114.61,11.81,2021-10-18,2039-07-31
1288,2775,4500,451959.13,14.84,2010-06-29,2041-06-19
1289,3989,4193,449640.89,14.0,2015-08-16,2036-06-05
1290,820,2855,821727.07,6.26,2018-07-24,2038-01-14
1291,4394,3237,805442.14,9.5,2006-08-30,2042-03-08
1292,3709,3931,914406.92,12.52,2021-05-29,2030-12-20
1293,2387,4344,873913.88,11.59,2006-12-15,2047-11-11
1294,3890,2045,938268.42,7.32,2011-04-16,2043-03-13
1295,4270,2312,428572.83,7.09,2011-03-12,2032-01-31
1296,1556,379,485893.65,7.7,2014-05-30,2038-03-13
1297,3058,2989,939775.12,10.43,2006-03-28,2031-07-01
1298,4709,1004,597192.27,13.2,2020-09-12,2030-09-09
1299,3252,1343,874593.74,13.87,2002-01-16,2032-11-23
1300,1027,24,658475.62,12.56,2003-03-19,2031-10-18
1301,21,2416,659261.67,6.03,2017-06-18,2033-08-20
1302,2098,303,225098.3,5.69,2002-10-24,2047-11-28
1303,1268,35,603835.52,12.32,2000-06-29,2037-04-15
1304,4365,1380,440839.58,7.37,2020-07-09,2044-01-10
1305,534,224,602944.74,8.69,2024-11-22,2028-06-12
1306,758,258,700217.31,8.04,2009-08-10,2034-03-24
1307,361,3662,895253.33,12.27,2004-03-13,2049-11-09
1308,2430,1049,704775.39,5.04,2000-11-14,2034-11-19
1309,3121,2263,163796.76,7.05,2024-04-26,2050-07-12
1310,4018,535,232623.37,8.64,2019-06-01,2034-11-17
1311,2078,2237,725035.03,14.3,2021-11-28,2027-01-17
1312,3568,3333,860621.0,8.93,2015-07-12,2035-05-21
1313,3205,1889,124866.78,7.85,2025-12-29,2047-01-03
1314,4249,2042,80853.86,8.82,2009-02-08,2043-07-07
1315,4995,2996,643501.29,8.3,2025-10-19,2029-05-02
1316,2493,4900,684161.39,5.34,2010-07-09,2036-06-05
1317,4423,3184,377438.73,14.95,2006-10-13,2048-12-12
1318,4045,1946,44575.05,12.25,2005-06-30,2037-04-11
1319,3849,2553,449752.3,14.2,2012-01-30,2028-09-28
1320,1225,1215,216792.17,13.38,2003-09-19,2041-12-05
1321,1989,1552,109875.4,10.85,2020-06-08,2038-09-14
1322,488,4536,788758.0,11.14,2010-12-06,2033-06-16
1323,1879,659,149021.01,9.54,2001-04-06,2043-08-19
1324,379,1693,757888.04,9.49,2021-11-27,2049-03-19
1325,189,3583,584196.77,6.63,2011-04-09,2034-10-20
1326,3790,2885,341177.25,12.81,2006-09-16,2036-10-28
1327,4339,3015,403925.06,11.88,2003-08-15,2026-06-14
1328,2401,84,645029.68,6.58,2006-04-19,2025-11-26
1329,2935,3253,455575.35,8.95,2025-06-16,2029-03-02
1330,1566,480,743914.47,14.22,2019-06-07,2029-01-15
1331,2686,1836,472003.54,14.87,2024-02-24,2025-12-21
1332,4348,3103,883724.36,14.34,2009-04-06,2042-03-10
1333,2339,4,561552.19,9.88,2006-05-23,2037-11-18
1334,3342,125,265333.57,14.28,2000-02-20,2037-11-15
1335,4889,1504,346095.55,10.57,2008-05-31,2042-05-09
1336,882,4518,816297.44,10.71,2019-03-19,2033-07-01
1337,1882,3784,990074.29,10.18,2002-07-25,2027-09-26
1338,3459,1540,766310.82,12.33,2011-08-30,2035-05-29
1339,3689,1986,146255.04,12.2,2014-03-04,2043-04-04
1340,713,4251,911938.15,8.81,2020-05-25,2031-10-26
1341,1039,4971,906917.24,12.48,2014-03-28,2026-02-07
1342,1596,2103,647901.73,11.95,2022-08-18,2037-03-11
1343,3123,2966,464714.89,8.91,2017-11-06,2034-12-30
1344,885,3663,899806.25,10.12,2002-03-13,2026-10-30
1345,383,2766,103127.48,7.58,2023-02-25,2048-11-06
1346,3746,1493,978990.15,14.77,2021-02-08,2046-06-21
1347,3653,1559,77605.41,8.08,2023-04-06,2033-09-06
1348,4512,1580,230103.21,11.2,2020-12-21,2039-05-31
1349,339,2805,300580.74,14.89,2023-06-07,2037-03-22
1350,63,2359,671337.05,13.42,2024-09-28,2038-10-08
1351,2227,200,583178.91,13.22,2023-07-14,2038-10-20
1352,4978,830,472918.41,7.2,2024-04-03,2038-12-17
1353,3957,326,602543.34,12.28,2022-07-31,2050-11-09
1354,144,3842,502587.52,10.01,2009-11-09,2050-02-11
1355,1019,4243,878887.83,9.59,2023-04-09,2028-05-19
1356,1721,249,685672.89,11.26,2006-06-20,2044-03-22
1357,2655,1487,749983.52,11.65,2019-03-11,2033-09-14
1358,2918,3295,122451.78,13.46,2009-03-13,2047-01-27
1359,3240,789,18839.62,14.86,2025-09-25,2028-09-06
1360,3911,4252,493353.85,8.15,2005-05-30,2031-05-19
1361,935,3834,15287.2,12.47,2024-01-08,2031-01-27
1362,94,3245,916226.77,13.88,2020-07-02,2029-02-27
1363,2678,1792,988330.24,11.11,2016-07-13,2041-12-02
1364,863,1336,252931.96,14.18,2007-08-24,2026-10-07
1365,3075,3228,868824.79,10.76,2007-04-05,2046-05-21
1366,4967,4634,232421.92,6.36,2012-11-21,2040-04-30
1367,3505,3052,89312.89,5.66,2002-05-13,2037-04-01
1368,3833,3684,100568.58,5.56,2025-12-02,2037-01-02
1369,4391,4881,901508.37,5.53,2011-12-08,2025-12-07
1370,3031,1340,147270.97,9.12,2002-11-02,2033-03-27
1371,793,1808,842004.86,6.79,2015-04-29,2047-09-03
1372,857,4283,275130.15,11.91,2012-02-07,2033-11-01
1373,4013,1979,218158.5,7.45,2000-03-19,2038-10-26
1374,4591,4649,591467.58,13.24,2005-12-21,2028-02-03
1375,1910,1940,352341.83,5.69,2002-04-24,2025-04-17
1376,4845,4919,53836.07,11.35,2021-04-06,2027-12-03
1377,296,749,714911.24,8.46,2000-08-03,2039-12-14
1378,360,2486,112343.76,10.11,2021-06-02,2030-08-14
1379,2575,498,362387.52,12.29,2025-03-06,2038-02-20
1380,3718,4980,665268.83,6.2,2003-11-13,2039-11-17
1381,4047,1958,284206.26,7.65,2010-12-16,2037-08-16
1382,3339,3195,984745.97,13.12,2013-05-14,2025-08-19
1383,2133,728,481311.42,7.69,2019-05-01,2044-09-17
1384,1635,68,769054.4,10.84,2000-04-13,2050-05-22
1385,3511,106,365017.67,8.31,2022-05-08,2040-06-27
1386,1877,3685,698843.26,11.74,2024-03-18,2048-04-11
1387,3882,2281,864899.65,5.21,2022-09-03,2026-06-22
1388,690,4994,297422.75,7.29,2011-10-02,2025-12-23
1389,294,4522,921400.56,9.54,2008-06-19,2041-10-23
1390,3575,1846,278825.94,6.03,2011-02-22,2040-12-22
1391,4974,643,896837.71,10.37,2004-06-23,2032-04-06
1392,1509,2826,979597.46,5.96,2018-02-04,2047-06-04
1393,2353,559,170823.56,9.31,2005-07-23,2029-01-23
1394,1851,2193,112357.09,11.0,2004-08-01,2040-02-26
1395,3981,4796,726261.82,10.83,2021-07-26,2039-09-19
1396,3954,3896,736308.5,5.14,2014-11-06,2035-08-22
1397,655,480,12810.52,10.73,2005-06-20,2036-12-27
1398,3598,4563,86361.3,8.91,2022-11-23,2048-02-26
1399,4580,1185,506416.13,13.62,2000-07-01,2028-08-12
1400,1364,3690,499402.0,13.23,2001-11-05,2030-09-15
1401,972,284,626625.06,5.61,2013-12-12,2045-10-06
1402,3336,2777,101325.3,14.65,2021-04-30,2034-10-22
1403,3686,1306,541001.55,7.41,2016-02-20,2048-05-06
1404,1780,4833,241960.67,8.74,2012-03-31,2032-10-28
1405,1363,2215,741106.49,9.28,2008-12-13,2033-06-15
1406,261,588,819557.17,5.5,2000-02-29,2039-09-16
1407,2671,3733,744217.92,10.85,2017-06-29,2041-07-29
1408,68,1397,655894.53,12.68,2015-12-10,2029-03-16
1409,803,4455,988447.88,11.64,2009-03-23,2032-09-02
1410,4307,590,743255.98,8.94,2005-06-21,2048-06-15
1411,4858,952,528772.75,9.77,2016-04-04,2042-04-03
1412,1648,3032,543240.13,14.4,2011-05-15,2036-12-10
1413,1419,1710,56403.11,8.08,2009-03-09,2043-12-16
1414,1922,2802,54760.46,12.96,2003-09-28,2029-08-31
1415,4686,672,319033.71,13.14,2011-03-01,2031-06-21
1416,4635,2978,810470.08,12.99,2016-12-30,2032-01-21
1417,4898,3643,834107.31,6.29,2008-06-05,2042-03-16
1418,1849,3266,342283.22,7.11,2009-03-04,2033-03-03
1419,3078,581,333643.55,8.16,2008-10-20,2050-07-03
1420,2238,608,922465.15,10.86,2021-10-31,2045-02-06
1421,69,681,640454.09,11.96,2017-06-03,2042-04-16
1422,4145,578,184760.85,13.29,2015-09-06,2042-07-20
1423,2468,2983,550462.15,13.66,2013-10-14,2043-06-27
1424,1027,296,176444.51,14.91,2003-11-23,2039-11-04
1425,1795,4619,355128.31,13.77,2023-01-25,2050-01-15
1426,3653,4519,927642.81,14.43,2001-08-31,2049-02-19
1427,3108,2600,141738.09,10.1,2019-04-07,2038-01-12
1428,38,2003,970174.89,9.13,2022-01-11,2046-07-20
1429,3268,2769,615969.39,5.98,2023-09-13,2039-06-02
1430,3473,3535,206246.28,9.09,2009-03-19,2045-12-01
1431,4015,1018,107472.58,11.72,2001-11-04,2032-06-06
1432,788,2526,592199.05,6.65,2005-05-07,2028-07-14
1433,4627,1126,44883.7,10.81,2008-07-03,2032-03-29
1434,902,1246,840099.46,6.63,2025-05-23,2043-01-19
1435,760,3164,989070.94,8.38,2025-07-29,2040-06-17
1436,4436,3813,938696.3,9.33,2020-04-20,2042-05-20
1437,1060,3415,618891.24,9.53,2025-06-30,2043-11-20
1438,2711,961,811946.62,6.79,2020-01-24,2047-06-29
1439,805,3527,616659.65,5.72,2005-02-15,2038-09-02
1440,3690,4570,429465.23,10.89,2020-10-16,2034-07-27
1441,2515,333,499594.31,9.1,2004-08-31,2041-10-16
1442,3029,1409,19954.6,14.17,2017-01-19,2048-01-10
1443,4657,1112,962361.7,14.55,2014-03-08,2048-08-16
1444,2728,3138,84583.02,13.33,2009-11-26,2048-03-19
1445,1665,3196,571185.05,9.26,2002-03-22,2048-07-04
1446,1413,1587,341960.07,12.61,2016-10-05,2044-03-15
1447,2245,450,110544.76,8.14,2014-08-31,2031-09-13
1448,355,1320,842065.34,9.33,2015-06-30,2026-11-29
1449,174,1030,657312.22,11.9,2012-06-24,2028-01-11
1450,1759,4065,78445.56,12.26,2006-02-16,2030-12-22
1451,236,36,236933.48,14.08,2013-08-26,2031-05-07
1452,1971,1313,173043.98,8.19,2015-04-20,2025-01-22
1453,671,1877,178983.32,7.63,2022-04-26,2027-06-19
1454,671,2134,634213.7,10.96,2020-02-19,2048-02-14
1455,1762,1195,980258.77,10.97,2019-10-03,2036-09-07
1456,786,1518,75759.88,13.22,2004-11-03,2035-01-10
1457,157,4350,174162.04,6.07,2012-05-02,2044-04-26
1458,1441,1485,696580.82,8.89,2001-08-18,2029-11-17
1459,4611,2870,582154.83,11.18,2012-10-22,2030-04-09
1460,4328,3335,40706.23,13.5,2010-06-29,2028-11-17
1461,1485,4722,658044.1,7.43,2020-07-19,2035-08-01
1462,2976,2937,32591.58,8.13,2001-10-01,2032-06-02
1463,19,4491,871329.43,12.93,2017-04-29,2028-01-03
1464,341,1267,310769.94,9.82,2024-07-14,2034-11-26
1465,4986,3120,467018.08,11.78,2018-04-08,2046-04-26
1466,2830,2432,855540.92,11.21,2003-03-29,2042-12-10
1467,160,106,448783.78,12.86,2025-08-10,2046-11-27
1468,4994,2181,85950.18,14.49,2005-08-16,2032-03-19
1469,1867,1963,304498.95,7.51,2010-07-07,2029-04-18
1470,4114,2627,201481.28,7.67,2022-12-31,2032-11-05
1471,328,1807,418722.58,12.62,2009-12-17,2047-07-07
1472,428,2481,261397.92,10.11,2004-11-24,2025-09-14
1473,4734,1550,891388.61,5.06,2003-07-09,2034-12-25
1474,2733,546,864072.91,7.38,2025-10-08,2035-06-20
1475,897,4395,712621.45,12.25,2013-11-09,2036-11-28
1476,4082,3547,385448.82,12.76,2025-09-04,2036-07-08
1477,932,3754,69454.86,12.05,2008-05-08,2034-06-15
1478,4703,2775,409872.33,14.06,2016-08-14,2037-03-19
1479,1361,3693,864713.23,5.62,2019-04-27,2028-07-24
1480,1150,2829,13162.26,5.46,2022-09-09,2025-09-12
1481,4723,807,398806.98,8.02,2011-09-09,2044-05-25
1482,4406,3360,817767.36,9.85,2003-01-01,2046-03-10
1483,1057,1582,322221.25,10.44,2001-11-02,2045-02-10
1484,96,4344,385317.8,9.64,2005-08-05,2046-02-21
1485,1128,645,218825.14,14.01,2012-06-02,2049-01-22
1486,4492,3641,799295.81,9.27,2000-02-27,2032-01-09
1487,4547,4199,71640.55,10.07,2025-02-10,2043-11-13
1488,2045,1318,400983.77,9.77,2008-01-25,2050-09-14
1489,2358,4897,375490.64,13.09,2016-10-31,2025-10-11
1490,580,1849,921466.26,7.16,2007-12-30,2027-02-03
1491,4650,4409,310212.72,13.09,2008-12-17,2041-01-31
1492,3691,938,116779.4,11.12,2008-06-17,2033-07-16
1493,4135,2828,549885.71,10.27,2000-08-12,2025-04-16
1494,2608,714,182025.07,12.97,2000-07-12,2026-07-16
1495,3145,3625,397299.03,9.67,2017-03-29,2026-10-21
1496,4461,4065,183611.63,8.4,2002-03-20,2040-12-24
1497,3484,4233,513656.65,9.26,2019-07-10,2036-11-16
1498,2057,4551,480613.28,5.28,2022-06-02,2033-10-09
1499,885,3503,111177.44,7.39,2017-06-16,2038-12-16
1500,3824,583,349751.49,10.72,2009-12-18,2048-10-22
1501,3160,910,607506.05,13.15,2020-07-23,2035-03-19
1502,111,301,228345.42,12.12,2017-02-04,2041-07-23
1503,171,2969,972065.02,7.99,2022-02-13,2044-05-29
1504,1847,159,252231.37,7.9,2024-06-12,2036-06-18
1505,3313,2673,688108.46,7.41,2018-04-21,2039-02-07
1506,1152,998,756717.75,7.83,2010-04-08,2049-08-11
1507,2715,2674,779000.56,7.21,2004-03-10,2032-11-23
1508,2914,2684,673555.47,14.05,2021-12-29,2039-01-31
1509,4096,1731,451336.8,13.63,2011-03-12,2048-03-04
1510,4834,2399,166239.88,9.36,2002-12-05,2043-03-18
1511,3591,4756,474832.15,5.63,2023-11-30,2026-10-01
1512,4270,4478,161884.72,7.04,2020-04-07,2031-02-27
1513,2480,2450,401917.9,6.21,2006-05-03,2038-04-03
1514,1985,3085,477334.8,14.25,2010-01-29,2028-08-17
1515,1027,181,111595.6,12.66,2025-06-01,2048-01-12
1516,1190,4339,236709.09,7.25,2005-12-03,2037-02-21
1517,4681,1402,721365.42,13.97,2005-04-17,2037-01-03
1518,3424,1520,22542.63,8.96,2021-02-26,2028-05-13
1519,3680,226,904918.64,5.59,2017-11-15,2033-02-20
1520,2227,1506,718852.7,9.47,2002-08-20,2035-09-06
1521,3779,3651,558640.89,10.6,2012-06-27,2039-11-25
1522,4575,3318,523305.16,9.56,2014-04-04,2025-03-04
1523,716,143,462239.03,5.42,2022-02-18,2036-10-07
1524,412,799,383894.71,10.52,2004-08-22,2027-07-03
1525,4370,1015,593513.43,12.11,2002-10-31,2043-03-24
1526,4062,3955,603369.18,9.03,2004-01-19,2042-05-08
1527,1569,2449,356296.11,7.87,2017-10-17,2027-08-14
1528,1785,1102,950389.09,10.42,2019-04-17,2038-01-05
1529,374,2554,62566.93,13.25,2020-12-14,2038-12-23
1530,4228,4105,378966.93,5.24,2012-09-03,2028-12-08
1531,3017,621,972101.06,13.77,2025-03-15,2044-01-17
1532,1519,687,59428.54,13.11,2007-03-28,2025-03-31
1533,2023,857,17525.12,5.06,2009-03-17,2039-09-12
1534,2139,1920,380268.54,14.21,2009-01-13,2030-11-06
1535,1096,3065,460433.22,8.53,2024-10-16,2028-06-01
1536,2457,3567,132480.52,10.66,2010-12-04,2048-12-20
1537,4818,3170,535486.54,10.91,2000-07-16,2047-09-17
1538,808,3087,308040.12,8.95,2010-02-21,2043-02-16
1539,223,613,397891.84,6.75,2016-02-17,2041-12-10
1540,2916,4742,608829.31,12.71,2003-04-16,2035-02-21
1541,4554,1118,742997.33,13.62,2017-03-20,2041-03-03
1542,2393,458,139659.97,11.94,2013-09-09,2043-09-06
1543,4166,3811,949491.68,14.74,2018-05-12,2050-01-21
1544,1674,629,636542.42,7.42,2009-05-04,2036-12-20
1545,2008,20,642265.47,7.96,2001-05-16,2040-10-31
1546,2750,4745,543763.41,6.98,2015-09-14,2030-02-27
1547,2482,463,840138.41,6.17,2011-03-13,2027-09-18
1548,185,3058,762915.42,13.31,2020-01-22,2038-02-07
1549,3847,4111,440604.95,9.97,2011-08-11,2033-12-09
1550,416,132,752671.89,15.0,2017-02-13,2033-05-04
1551,4597,2252,386894.21,7.29,2004-10-09,2050-12-03
1552,3488,2537,861750.79,8.06,2019-04-23,2049-04-26
1553,4860,4742,330670.84,10.09,2001-06-08,2046-06-21
1554,631,1232,657089.79,8.12,2004-04-01,2035-03-28
1555,3090,1017,943761.92,9.22,2000-02-15,2047-11-04
1556,4155,1038,718752.37,11.92,2019-06-10,2048-06-25
1557,3877,1762,615140.31,5.63,2011-03-22,2029-12-21
1558,3383,1625,133492.77,9.58,2023-12-28,2038-07-10
1559,4391,2351,961187.55,14.86,2011-11-10,2030-01-02
1560,2697,2126,58981.65,13.1,2021-04-03,2036-12-01
1561,1091,3703,804794.09,11.92,2000-02-08,2028-05-03
1562,3219,933,385650.03,7.08,2012-09-29,2037-09-19
1563,3169,2355,837413.31,5.2,2003-09-10,2032-03-31
1564,797,1825,505452.76,8.03,2021-07-11,2030-01-04
1565,217,2976,490457.44,10.56,2020-02-11,2028-10-26
1566,1180,2093,221068.36,14.28,2024-01-28,2029-01-17
1567,420,2564,248176.91,6.55,2022-01-16,2040-12-22
1568,345,2357,407263.45,6.7,2022-09-10,2048-01-08
1569,2182,337,214455.47,13.54,2014-08-08,2042-07-30
1570,2635,692,413114.89,5.27,2015-01-01,2039-03-10
1571,968,1367,152445.96,12.86,2007-07-09,2045-08-01
1572,3238,2825,987249.7,6.74,2010-05-25,2045-12-12
1573,4251,3881,977723.3,5.02,2019-08-21,2031-03-31
1574,3012,2000,484722.35,5.5,2012-03-29,2030-01-24
1575,3932,3231,336949.1,14.59,2001-10-25,2048-11-24
1576,1689,2272,365742.17,14.3,2010-05-08,2039-05-29
1577,870,895,561734.4,6.8,2018-02-10,2032-03-13
1578,1347,264,944110.09,7.41,2012-06-08,2028-11-13
1579,993,4027,74838.5,14.12,2011-04-25,2045-01-22
1580,62,4958,742679.29,12.51,2021-07-29,2039-09-06
1581,4633,3923,560720.67,8.66,2002-06-06,2037-02-16
1582,4629,1801,901475.33,10.53,2022-04-14,2040-12-06
1583,3516,1390,928830.1,7.23,2003-06-14,2042-01-23
1584,3301,2846,877919.41,8.19,2002-09-13,2029-03-04
1585,1446,3049,723825.43,7.98,2017-09-13,2032-06-16
1586,4715,4516,955890.34,14.32,2009-10-22,2027-10-14
1587,493,2201,711005.73,9.15,2014-09-04,2030-09-19
1588,926,1841,425260.38,14.2,2013-03-24,2043-06-06
1589,3855,3676,104705.58,12.71,2012-12-24,2041-12-10
1590,3171,2241,166388.67,11.41,2004-07-08,2047-07-29
1591,1166,1337,549526.78,13.17,2016-03-29,2035-09-09
1592,1418,3373,506794.2,8.7,2015-10-03,2050-07-18
1593,4260,2246,474669.82,14.91,2008-07-21,2041-04-26
1594,1654,803,162987.95,11.84,2005-01-04,2043-04-14
1595,131,501,317236.51,8.59,2007-12-15,2050-05-22
1596,1474,4745,518293.71,6.6,2023-11-30,2029-04-29
1597,3823,2281,593350.77,13.0,2004-01-17,2047-05-01
1598,4450,393,526490.9,5.02,2004-07-04,2040-01-24
1599,859,2892,720848.07,12.36,2020-06-05,2035-04-14
1600,3746,4285,400280.73,13.33,2018-12-19,2046-08-27
1601,2314,3988,577006.45,10.42,2014-02-22,2030-11-11
1602,3626,3193,191796.58,13.59,2018-09-17,2050-11-01
1603,4370,3200,456600.26,9.66,2023-03-30,2042-11-11
1604,3713,2757,873010.58,8.77,2005-08-20,2034-10-20
1605,737,2517,394558.8,10.31,2020-08-29,2042-09-19
1606,4693,3642,784734.62,8.2,2002-03-07,2027-04-24
1607,4510,4880,312039.79,14.56,2010-08-17,2035-03-29
1608,455,2444,712690.85,6.06,2018-03-21,2037-05-29
1609,2200,984,739056.65,11.34,2025-06-17,2025-07-05
1610,1012,4331,213664.15,11.34,2012-09-01,2039-03-13
1611,2735,935,338412.7,12.45,2021-01-05,2039-12-16
1612,62,2345,914921.19,11.62,2003-10-27,2046-06-20
1613,4874,333,840325.92,10.13,2012-09-08,2025-04-01
1614,4654,313,641266.86,7.03,2021-04-23,2025-06-11
1615,4124,1365,295177.17,11.37,2020-08-01,2035-11-24
1616,334,3921,895654.27,11.33,2001-04-12,2035-01-29
1617,32,455,543009.69,11.03,2007-08-17,2043-12-13
1618,3969,238,455983.94,5.16,2006-04-30,2043-10-31
1619,976,4826,676185.49,5.06,2014-03-15,2050-05-12
1620,4673,2625,326942.8,10.53,2016-11-02,2025-02-06
1621,1041,3777,559479.79,11.54,2011-06-02,2033-10-23
1622,2938,483,500263.69,7.75,2019-11-14,2041-04-23
1623,274,2689,394601.66,5.14,2002-10-07,2028-10-22
1624,2057,1204,447685.64,13.08,2017-11-04,2039-01-03
1625,834,3018,334512.4,9.05,2007-09-06,2040-04-06
1626,4443,161,343124.2,7.89,2014-11-05,2041-09-16
1627,3208,1683,279703.2,14.83,2002-01-10,2025-04-18
1628,302,714,114231.84,12.51,2007-08-04,2030-04-26
1629,4327,2120,779035.0,14.66,2000-06-13,2044-12-31
1630,4216,2923,80882.05,7.74,2015-04-14,2045-04-02
1631,1390,1824,536812.02,6.65,2014-04-17,2036-11-14
1632,4697,2562,556076.87,5.2,2016-07-12,2045-11-01
1633,3759,1261,62490.08,14.63,2019-01-02,2048-11-23
1634,4029,3371,708221.77,11.19,2020-05-01,2033-06-26
1635,90,572,739499.14,5.15,2005-05-20,2037-01-03
1636,3957,837,283222.35,12.03,2008-09-02,2034-03-15
1637,609,1491,970903.39,14.77,2008-04-03,2037-04-29
1638,3747,2605,456460.51,11.24,2009-07-14,2029-12-03
1639,3043,1399,333611.95,11.16,2018-11-22,2026-11-07
1640,3409,707,650119.45,5.5,2002-04-16,2034-09-18
1641,584,232,53543.01,9.35,2023-10-09,2045-08-26
1642,4776,544,764950.77,14.33,2017-04-15,2041-03-23
1643,2364,4505,19303.86,9.58,2025-10-11,2039-03-06
1644,4303,1821,263925.48,9.53,2003-03-01,2044-07-28
1645,3405,1266,191411.77,5.15,2004-08-20,2033-09-23
1646,381,4330,824094.06,13.08,2024-12-24,2046-07-12
1647,1756,2904,376915.27,10.94,2004-09-22,2033-11-04
1648,1501,1836,866602.62,9.34,2005-09-05,2032-02-22
1649,1651,3796,720986.74,10.99,2011-04-15,2046-05-18
1650,3121,1401,710088.25,12.81,2018-06-27,2044-07-24
1651,4064,1700,473359.22,14.27,2010-10-15,2025-03-11
1652,3125,3246,184966.98,8.63,2001-06-11,2047-04-27
1653,1236,31,291704.6,8.06,2006-06-12,2037-09-26
1654,3456,295,969929.56,7.8,2001-01-25,2050-07-30
1655,3216,4525,463808.17,13.91,2012-03-17,2026-12-02
1656,1691,2910,323654.77,8.58,2000-08-31,2034-04-05
1657,3954,3280,170849.79,7.78,2010-07-22,2032-05-25
1658,3098,2725,396901.62,5.85,2007-03-29,2050-06-20
1659,4322,4757,916798.95,10.51,2010-05-31,2025-12-13
1660,3162,3092,604400.35,7.01,2018-04-19,2041-07-16
1661,2356,2726,317623.31,13.44,2010-10-04,2039-08-30
1662,3301,1353,687065.66,14.19,2002-07-09,2050-04-28
1663,288,1210,478911.42,10.29,2016-12-15,2046-03-31
1664,3277,168,617883.84,11.01,2003-03-06,2044-11-27
1665,366,2337,526815.05,11.92,2025-01-18,2043-06-29
1666,2912,2510,214081.82,10.03,2005-07-14,2029-02-23
1667,1707,2759,233945.0,10.58,2010-09-07,2041-09-09
1668,4619,2194,763205.66,12.89,2025-07-28,2050-06-10
1669,4722,3240,967036.51,5.54,2025-12-10,2042-10-25
1670,556,1381,972227.14,14.85,2018-12-22,2029-06-19
1671,3523,1807,151804.04,14.47,2003-08-08,2046-03-11
1672,1803,2744,110343.25,8.82,2012-08-19,2044-06-30
1673,1260,2554,806264.11,5.65,2014-06-18,2048-03-25
1674,2003,3331,680637.65,9.39,2007-06-25,2040-02-20
1675,4816,3978,153066.16,6.87,2013-06-22,2039-12-04
1676,727,4697,237858.33,5.15,2006-05-18,2050-05-12
1677,3891,2715,574196.35,14.01,2013-04-22,2045-06-22
1678,4670,1940,482168.0,8.47,2011-08-17,2046-01-21
1679,3220,4811,920441.58,9.85,2019-06-02,2032-02-01
1680,1838,2271,111383.12,12.7,2004-01-19,2039-01-09
1681,763,716,688598.67,14.76,2003-05-07,2035-11-21
1682,2274,3626,474774.78,14.43,2001-01-08,2034-02-28
1683,484,4150,950480.24,13.7,2020-10-03,2040-11-04
1684,1172,3848,530393.26,6.88,2007-03-27,2027-12-15
1685,4167,175,887193.78,6.96,2020-09-14,2049-11-09
1686,2292,4465,322242.42,6.89,2015-01-11,2047-11-07
1687,2390,4129,703686.46,12.3,2015-06-26,2034-09-19
1688,4132,930,968439.71,11.73,2006-07-10,2050-02-07
1689,3875,4694,280194.57,11.15,2012-09-04,2029-08-29
1690,4368,1959,171434.97,11.34,2009-12-30,2049-11-13
1691,2055,4369,987822.49,8.4,2003-11-16,2030-09-25
1692,3155,510,846175.48,9.95,2013-11-07,2036-04-19
1693,4178,3427,846409.48,7.33,2006-10-09,2040-10-27
1694,4894,3979,828506.98,10.22,2019-03-20,2035-04-01
1695,583,1810,617294.75,11.82,2004-08-21,2035-12-13
1696,4840,761,411193.12,8.36,2024-12-31,2047-10-01
1697,4143,534,963269.17,14.01,2023-04-28,2036-11-21
