TransactionID,AccountID,TransactionDate,Amount,TransactionType,Description
971,3402,2022-07-06,156573.59,Credit,Architecto nulla quo ea enim.
972,4114,2010-09-23,140079.24,Debit,Voluptatum accusantium sunt commodi.
973,4138,2016-03-08,171055.2,Credit,Quas quos est exercitationem iusto quae error.
974,610,2020-10-11,204389.36,Debit,Praesentium labore officia ipsam modi labore.
975,3329,2007-02-18,253342.23,Debit,Reiciendis mollitia debitis doloremque eum corporis quod.
976,2573,2015-04-09,325789.74,Credit,Doloribus exercitationem magni.
977,2617,2009-10-15,439027.58,Credit,Sapiente cupiditate doloremque unde.
978,2154,2020-07-25,476805.41,Credit,Corrupti illo occaecati at architecto repellat.
979,2733,2001-06-06,239974.25,Debit,Facere quasi ab accusantium voluptatem minima ea eaque.
980,1395,2008-07-28,267303.43,Credit,Neque ipsam amet laborum necessitatibus incidunt numquam adipisci.
981,2012,2010-02-24,175392.38,Credit,Iusto quaerat saepe sapiente.
982,3943,2024-09-12,270830.48,Credit,Eum mollitia quasi quisquam totam quas nulla eos.
983,1417,2018-07-21,108019.5,Credit,Iure exercitationem delectus explicabo cum cupiditate culpa.
984,1314,2024-04-14,408925.1,Credit,Assumenda nulla voluptatibus veritatis officiis voluptas consequatur vitae.
985,467,2005-08-08,421067.45,Debit,Ipsa sed autem vitae itaque dolores corporis est.
986,2661,2003-03-31,131205.25,Credit,Dicta eum nemo.
987,3302,2020-12-10,313382.07,Debit,Nulla enim est aliquid.
988,3857,2009-12-22,42437.56,Credit,Quae vel soluta assumenda.
989,2432,2015-05-11,119652.3,Credit,Atque non quibusdam officiis omnis.
990,3193,2001-04-12,484916.95,Credit,Corporis debitis itaque magnam distinctio perferendis.
991,144,2021-08-17,319979.12,Credit,Eos eligendi voluptatum rerum molestias.
992,4445,2006-03-17,40486.85,Credit,Ducimus non enim placeat.
993,4441,2011-07-31,200362.96,Debit,Magnam temporibus neque tempore facere beatae amet.
994,4329,2012-12-30,265628.09,Debit,Inventore ab aspernatur reprehenderit deserunt.
995,4783,2017-03-21,329652.81,Debit,Sunt eum omnis molestias.
996,600,2023-04-06,167327.61,Credit,Dolor quos fuga ex voluptas architecto.
997,3386,2022-06-06,199814.66,Debit,Soluta fugiat quaerat eius.
998,2398,2016-06-29,215388.42,Debit,Dolor placeat reiciendis iure ab temporibus.
999,3014,2021-05-17,431467.88,Credit,Voluptate similique facilis at id incidunt deleniti.
1000,2727,2025-02-18,211238.92,Credit,Inventore non ipsum blanditiis quidem eveniet.
1001,4486,2008-10-13,449156.53,Debit,Et labore rerum et non dignissimos.
1002,213,2017-01-03,145113.58,Debit,Voluptas culpa similique eos.
1003,3419,2018-11-20,392920.15,Debit,Quisquam suscipit distinctio iste impedit.
1004,1029,2017-06-21,261000.2,Credit,Debitis corporis odit ipsam rem excepturi.
1005,473,2018-04-27,166479.88,Credit,Enim officiis labore delectus.
1006,3329,2013-07-16,218688.11,Debit,Necessitatibus velit provident debitis odio fuga.
1007,4543,2017-04-11,155801.27,Credit,Doloremque ab recusandae ipsum dolorum animi magnam.
1008,3926,2013-07-31,236791.35,Credit,Veritatis quas rerum aspernatur sapiente omnis numquam.
1009,252,2007-07-05,271202.82,Debit,Soluta architecto facere voluptates nemo iusto.
1010,1632,2025-05-25,228593.43,Debit,Eveniet adipisci accusamus necessitatibus perferendis aut.
1011,173,2006-12-11,348083.38,Credit,Fugit doloribus itaque in.
1012,4143,2022-12-10,71356.1,Credit,Quibusdam itaque iste.
1013,1264,2025-05-05,489191.39,Debit,Debitis eveniet blanditiis reiciendis aspernatur nemo quia.
1014,4436,2005-10-09,341554.53,Credit,Voluptate earum explicabo corrupti.
1015,2585,2024-12-24,365403.86,Credit,Nisi nihil aliquam nam cum eaque.
1016,3221,2022-05-07,143144.58,Credit,Non iste nihil architecto quasi repellat occaecati.
1017,1113,2008-12-05,470208.18,Debit,Dicta a dolorem debitis magni adipisci tempora.
1018,2636,2000-12-18,32222.4,Debit,Saepe possimus doloremque dolores.
1019,2735,2023-07-03,369304.38,Debit,Maiores pariatur eligendi ratione iure.
1020,4351,2011-12-21,30047.44,Debit,Minima accusamus veritatis ex natus.
1021,1648,2006-12-24,134774.26,Credit,Repellat perspiciatis explicabo earum quas.
1022,4302,2016-03-31,317734.17,Debit,Quis tenetur aut consequatur suscipit velit inventore quidem.
1023,346,2006-02-17,43480.25,Credit,Molestiae enim vel quasi.
1024,3308,2003-05-31,242403.69,Debit,Facere voluptatibus corrupti.
1025,4203,2006-05-02,361538.91,Credit,Molestias nisi nostrum itaque consectetur.
1026,4689,2010-05-11,465777.99,Debit,Sed quaerat tempore cupiditate minus deleniti.
1027,599,2021-05-28,295748.31,Credit,Molestias aspernatur labore unde natus corporis.
1028,2938,2010-11-13,388099.52,Debit,Tempore magni aliquam ipsum.
1029,3506,2024-04-13,161518.34,Credit,Odio aut accusantium id.
1030,2971,2018-02-17,46153.61,Debit,Laborum natus neque voluptatibus doloremque doloremque voluptas.
1031,4535,2002-11-05,305537.34,Debit,Exercitationem molestiae soluta cum reiciendis voluptatum quis nobis.
1032,4994,2025-12-21,284042.7,Credit,Nisi itaque ratione sapiente possimus vitae ipsa.
1033,1066,2014-07-31,247451.52,Credit,Modi non beatae odit.
1034,2190,2019-01-22,48327.55,Debit,Impedit aliquid laboriosam ex quas voluptas doloremque natus.
1035,4929,2002-05-08,439268.69,Debit,Autem illum delectus aut provident ipsum.
1036,3089,2022-01-17,144628.12,Credit,Molestiae doloremque odio quaerat molestiae maiores in.
1037,2916,2024-06-07,310688.91,Debit,Praesentium consectetur aut id eum ratione ullam.
1038,2195,2003-08-15,347966.52,Debit,Sunt repellendus unde voluptates autem quaerat facilis.
1039,2935,2010-05-21,273299.31,Credit,Minus molestiae odit occaecati eaque cumque.
1040,1828,2012-11-17,219428.46,Credit,Architecto et dolorem quidem voluptatum.
1041,4802,2022-02-23,169787.18,Credit,Corrupti doloremque tenetur amet vero.
1042,3818,2014-07-25,106311.25,Debit,Cumque unde a commodi eveniet nesciunt.
1043,3519,2023-01-26,127567.11,Credit,Quisquam beatae magnam delectus laborum maiores totam.
1044,1419,2010-02-09,59418.6,Debit,Quo in repellat fugit possimus.
1045,3601,2023-11-05,116124.37,Debit,Iusto molestias voluptas minus expedita sit.
1046,3739,2013-08-16,228345.96,Credit,At voluptatem praesentium libero quisquam.
1047,1697,2000-04-02,148947.13,Credit,Sed expedita deserunt magnam aliquid perferendis optio.
1048,299,2019-03-12,462020.11,Debit,Quo eveniet dicta eaque hic.
1049,3829,2023-07-25,45996.89,Debit,Dolorum soluta quibusdam eos culpa neque nobis magnam.
1050,1805,2008-07-06,414227.95,Credit,Dolorum saepe neque atque.
1051,1113,2001-09-02,462584.71,Debit,Nemo exercitationem dicta illum.
1052,3550,2009-02-11,335778.8,Credit,Provident culpa ut at voluptatem dolor aliquid.
1053,874,2018-07-03,44318.79,Credit,Neque illo voluptas ducimus dicta autem.
1054,57,2014-07-01,443729.95,Debit,Ut natus at saepe.
1055,4199,2022-09-24,323286.13,Credit,Tempore sequi soluta sunt minima nisi.
1056,2011,2004-03-30,339820.79,Debit,Adipisci modi ipsa iste porro.
1057,4972,2008-04-09,28902.32,Debit,Magnam molestiae molestiae repellat dolor porro.
1058,2057,2018-10-19,389205.46,Debit,Occaecati voluptatibus earum at commodi.
1059,499,2025-12-13,414432.36,Credit,Dolorem quam at possimus nihil quia.
1060,1212,2000-09-13,352027.31,Debit,Cupiditate autem consequatur maiores.
1061,4122,2023-08-21,59002.15,Debit,Omnis quae alias ullam.
1062,4104,2006-12-23,88564.73,Debit,Laudantium ea eos nam.
1063,2891,2017-04-19,99210.93,Credit,Sint non ex.
1064,3522,2010-06-16,89256.34,Debit,Veritatis laboriosam sequi aliquid.
1065,3812,2025-04-06,464111.98,Debit,Eaque error ducimus quisquam necessitatibus in in.
1066,1009,2011-11-24,452198.09,Debit,Voluptatibus facilis facilis qui eaque.
1067,2641,2016-02-06,462272.65,Debit,Delectus occaecati pariatur corporis explicabo corrupti expedita.
1068,3547,2018-01-25,446233.25,Debit,Blanditiis dolorum nihil.
1069,3711,2010-04-12,186932.03,Debit,Tempora deleniti voluptatem voluptate odit.
1070,2574,2006-04-27,326012.9,Debit,Aliquid itaque architecto ipsa ab nesciunt.
1071,3089,2016-02-19,339466.29,Credit,Nulla quas ratione.
1072,642,2025-12-11,411278.18,Debit,Sint fuga adipisci nesciunt veritatis animi.
1073,4609,2008-07-29,136648.68,Credit,Adipisci exercitationem commodi sed.
1074,3467,2011-07-03,266254.66,Debit,Iure optio aliquid sequi nulla a soluta reprehenderit.
1075,67,2017-11-10,142320.57,Credit,Ipsam inventore aliquid itaque.
1076,217,2021-04-10,319542.6,Debit,Voluptatibus vero soluta esse perferendis iusto eaque.
1077,3628,2006-09-22,448238.22,Credit,Vel aliquam veritatis cum ducimus praesentium.
1078,2472,2016-11-28,77046.62,Debit,Saepe amet deleniti sed nam.
1079,111,2015-03-26,21210.85,Credit,Voluptates exercitationem consequatur blanditiis quod dolore beatae.
1080,4690,2009-09-30,172269.29,Debit,Porro aperiam pariatur dicta repellendus.
1081,140,2020-07-24,428623.24,Debit,Earum ex ullam culpa.
1082,2301,2019-11-22,391691.17,Debit,Laborum reiciendis dolores eaque soluta officiis.
1083,846,2001-08-12,446445.93,Debit,Facere ab aut quod expedita quidem commodi.
1084,3074,2013-07-30,172953.24,Debit,Labore corporis et perspiciatis officiis provident doloribus odio.
1085,315,2004-03-21,85869.27,Credit,Quia qui nostrum eum sapiente quae.
1086,2781,2017-06-25,215994.31,Credit,Laboriosam reprehenderit natus tempora.
1087,3006,2020-11-05,312818.12,Credit,Ipsam iusto earum fugiat vero reiciendis.
1088,1556,2022-02-14,68720.49,Credit,Quo reiciendis iusto.
1089,3155,2015-08-11,227469.56,Debit,Vel facilis ea.
1090,1562,2011-07-28,72035.93,Credit,Error voluptate quasi velit a.
1091,3357,2015-12-07,398192.13,Debit,Rerum est doloribus reiciendis dicta quos sint.
1092,1659,2001-08-15,120111.07,Debit,Blanditiis quidem laudantium qui distinctio iste ab.
1093,3402,2025-01-03,131165.19,Debit,Quod qui iure animi.
1094,4867,2005-10-26,115629.14,Debit,Optio odit repellendus.
1095,3954,2005-09-16,498052.02,Debit,Exercitationem neque adipisci iusto.
1096,3170,2008-08-20,490823.1,Debit,Ipsum quos dignissimos doloribus expedita eligendi.
1097,508,2010-02-28,85879.82,Debit,Ad assumenda animi esse assumenda itaque.
1098,2489,2003-03-19,355362.48,Credit,Praesentium explicabo similique.
1099,2095,2010-07-22,281269.12,Credit,Porro nam earum qui.
1100,3252,2024-10-10,104595.4,Credit,Cum consequatur consequuntur dolor id.
1101,667,2010-03-05,437255.83,Debit,Tempore perferendis enim deserunt.
1102,1585,2025-11-17,227798.49,Credit,Laudantium corporis soluta nemo.
1103,3906,2016-05-25,207766.7,Debit,Temporibus amet non iure assumenda animi voluptates.
1104,818,2002-11-23,247728.74,Credit,Inventore odio commodi.
1105,3701,2008-07-08,257657.35,Debit,Eveniet eos doloribus vel suscipit dicta id laudantium.
1106,4894,2025-10-24,230942.67,Debit,Ut excepturi eius fugiat delectus doloremque.
1107,2529,2013-10-24,287058.08,Credit,Dolor ad mollitia similique.
1108,4167,2003-09-30,416475.76,Debit,Assumenda aspernatur ipsam vel.
1109,3639,2005-04-01,209377.95,Credit,Ut adipisci quis voluptas voluptatem totam amet repellendus.
1110,608,2025-01-28,88248.57,Credit,Autem delectus ducimus pariatur odit.
1111,4572,2017-02-28,358766.14,Debit,Quas maxime sit.
1112,2578,2021-05-25,487945.01,Debit,Illo molestiae ducimus nesciunt adipisci.
1113,4908,2003-08-19,2451.51,Credit,Veniam nostrum reprehenderit corporis consectetur.
1114,1568,2004-09-07,364208.59,Debit,Incidunt minus suscipit ad suscipit totam iste.
1115,880,2024-05-12,188167.74,Debit,Eligendi non quasi recusandae iure commodi dolorem aspernatur.
1116,500,2011-09-24,272128.23,Credit,Repudiandae quos at laudantium minima unde quam nobis.
1117,4633,2002-06-27,203803.92,Credit,Officia praesentium vel officiis qui aut.
1118,3676,2012-06-22,398288.86,Credit,Ab sunt officia tempora autem deleniti at quia.
1119,3829,2019-11-12,303076.22,Credit,Consequuntur molestias consequuntur itaque minus cupiditate consequuntur.
1120,2811,2009-04-26,251126.02,Credit,Excepturi laudantium architecto molestias natus laudantium esse.
1121,872,2005-04-18,59042.72,Debit,Soluta laudantium soluta ad a.
1122,1486,2004-04-08,130263.88,Debit,Cumque unde temporibus similique asperiores impedit nulla.
1123,2433,2003-09-15,255130.38,Credit,Nemo culpa beatae temporibus tenetur architecto.
1124,1074,2016-12-23,73872.78,Debit,Quasi vitae quis suscipit.
1125,3828,2022-04-27,295438.88,Credit,Accusamus voluptatem sequi eligendi asperiores.
1126,651,2009-07-07,251248.33,Debit,Repellendus nemo aliquam.
1127,4747,2010-02-19,394061.12,Debit,Possimus asperiores debitis tempore rem rerum laborum.
1128,144,2019-05-29,338978.93,Credit,Et possimus sequi totam veniam quis nam quas.
1129,1292,2014-04-03,489638.81,Debit,Eaque praesentium minus exercitationem sapiente similique repudiandae.
1130,1571,2019-08-09,13930.92,Debit,Recusandae ipsum neque eos quo.
1131,805,2002-08-04,35790.32,Debit,Voluptates alias magni modi adipisci qui animi.
1132,1725,2025-09-16,316012.23,Credit,Magni odit et magnam.
1133,4403,2001-03-11,219098.87,Debit,Suscipit magni quidem ducimus.
1134,3538,2019-02-01,434970.53,Credit,Error et asperiores dicta commodi.
1135,1866,2012-02-29,485373.24,Debit,Quae dolorem culpa error hic molestias.
1136,2748,2014-05-16,39243.1,Credit,Iure voluptatum occaecati iusto architecto.
1137,2726,2020-08-04,25331.98,Credit,Incidunt quisquam iure fuga.
1138,4324,2004-11-05,270849.59,Credit,Voluptatem harum vitae consequatur.
1139,457,2012-07-11,51524.67,Debit,Fugit necessitatibus ex quaerat.
1140,2599,2007-02-11,366708.12,Credit,Repellendus minima ea consectetur rem dignissimos cumque velit.
1141,2871,2012-05-21,409571.15,Debit,Eius dolor sit quidem veniam velit officiis.
1142,2657,2015-06-28,208736.38,Debit,Incidunt doloribus accusantium placeat deleniti.
1143,1271,2021-12-08,34563.58,Debit,Aliquid odit voluptas corrupti explicabo magnam.
1144,671,2003-12-24,463228.07,Credit,Hic quas ducimus accusantium possimus quod.
1145,1987,2020-12-01,260244.86,Credit,Quibusdam recusandae praesentium minus.
1146,1170,2004-03-18,195752.44,Credit,Magni quibusdam exercitationem alias amet quis fugiat id.
1147,2066,2018-07-10,137276.32,Credit,Nobis et molestiae harum saepe.
1148,342,2009-09-09,86318.63,Credit,Omnis aliquid non possimus vero.
1149,2068,2001-10-08,7576.68,Debit,Similique suscipit impedit minima vitae dolorum maiores porro.
1150,1019,2008-05-18,489336.3,Debit,Voluptas numquam ipsa eos ipsum nihil corrupti.
1151,162,2019-11-11,328836.86,Credit,Sapiente unde nostrum expedita.
1152,727,2002-12-04,197425.75,Debit,Occaecati architecto id consequuntur veritatis laboriosam.
1153,4225,2021-10-31,485352.5,Credit,Vel magni autem maxime reiciendis.
1154,2999,2019-05-03,262235.25,Credit,Iste cumque quis sed.
1155,3049,2008-02-26,63984.88,Debit,Debitis nostrum maxime deleniti harum.
1156,4910,2019-09-20,222471.55,Debit,Ratione at voluptatum nam occaecati molestiae.
1157,4217,2018-02-27,335259.03,Debit,Laudantium explicabo fuga consequatur asperiores.
1158,636,2017-03-25,249514.04,Debit,Saepe adipisci ea nisi quae voluptates.
1159,2159,2016-04-04,274029.65,Debit,Praesentium nostrum distinctio rerum corporis ex.
1160,2536,2017-06-25,370122.31,Debit,Facilis quidem numquam quam impedit harum.
1161,4571,2010-12-27,211070.84,Debit,Voluptatibus deserunt deserunt expedita quasi.
1162,372,2017-03-31,231644.04,Credit,Odio quod dignissimos quam voluptas.
1163,4805,2011-10-15,197363.66,Credit,Eaque voluptates exercitationem amet molestiae et.
1164,3150,2012-06-21,115344.82,Debit,Iste ullam beatae.
1165,3292,2002-11-02,61158.95,Credit,Cumque fugit quia ullam quos saepe.
1166,3787,2007-07-22,419758.9,Debit,Distinctio fugiat nihil mollitia.
1167,4412,2008-11-07,74780.01,Credit,Quae reprehenderit hic labore molestias nesciunt.
1168,4149,2022-04-11,469823.53,Debit,Ipsum tenetur reprehenderit quos.
1169,744,2010-11-11,361340.12,Credit,Non fugit accusantium itaque ducimus reprehenderit debitis.
1170,4838,2001-01-26,105515.65,Credit,Culpa dicta natus harum amet eius.
1171,4199,2017-05-03,292921.96,Credit,Eaque hic corrupti.
1172,950,2019-01-05,255064.33,Debit,Sequi officiis quia doloremque eligendi sapiente nulla ducimus.
1173,2408,2009-04-04,103390.47,Credit,A eum ducimus numquam reprehenderit.
1174,2673,2018-07-01,411672.81,Credit,Explicabo veritatis eveniet ut.
1175,4047,2012-09-20,319994.78,Debit,Dolores quae temporibus fuga architecto.
1176,132,2007-03-01,352028.64,Debit,Dolorum ea quis labore.
1177,2465,2019-06-15,14373.45,Credit,Alias vitae rerum nobis.
1178,4018,2022-03-29,1604.4,Credit,Maxime quae molestias harum iste.
1179,2949,2000-06-10,310539.34,Credit,Voluptatem a dolorum quasi possimus fugit.
1180,3634,2018-07-12,325164.32,Credit,Modi similique voluptatem fugit autem hic sequi.
1181,1689,2018-02-01,182705.95,Debit,Explicabo pariatur sit architecto.
1182,3837,2020-07-27,405563.64,Debit,Minus ex error officia.
1183,1468,2016-08-15,119577.28,Debit,Ex ipsum a explicabo id beatae doloribus.
1184,1812,2024-04-02,480868.47,Debit,Sunt accusantium magni debitis itaque incidunt asperiores.
1185,115,2010-12-16,358062.94,Debit,Quisquam eius quibusdam earum.
1186,4024,2020-12-18,324511.32,Credit,Autem neque libero nesciunt ducimus quis recusandae sequi.
1187,2914,2002-04-20,48064.77,Credit,A consequatur molestias itaque cum.
1188,4510,2006-08-29,133873.04,Debit,Deserunt tempore ipsam mollitia veritatis.
1189,4154,2025-12-26,77071.57,Debit,Laboriosam blanditiis blanditiis incidunt rem.
1190,3085,2016-03-01,127703.12,Debit,Possimus aut deserunt sit doloribus veritatis cupiditate eos.
1191,4371,2010-09-26,2618.86,Debit,Culpa rem in expedita porro perspiciatis.
1192,3976,2003-10-01,459135.01,Credit,Numquam explicabo facilis in aut voluptates.
1193,3359,2001-12-03,319933.36,Debit,At reprehenderit alias tempore veniam.
1194,3371,2021-04-10,255974.12,Debit,Ut facilis voluptatum ipsum quis sunt.
1195,4878,2000-05-26,128056.94,Credit,Mollitia beatae distinctio vitae accusamus consectetur rem.
1196,4454,2006-11-27,399083.77,Debit,Et placeat exercitationem explicabo possimus ex.
1197,2308,2001-01-25,240977.63,Debit,Iusto beatae non nemo.
1198,3032,2012-08-08,436074.27,Credit,Vero porro et harum.
1199,3544,2021-03-23,332391.64,Credit,Harum cupiditate voluptate exercitationem.
1200,4933,2010-06-13,10228.48,Debit,Eum quaerat blanditiis eius atque perferendis provident laborum.
1201,3349,2015-08-30,283236.28,Debit,Eligendi adipisci quidem modi ut.
1202,1284,2022-01-19,111997.57,Debit,Labore incidunt culpa sit provident quis.
1203,2863,2020-05-16,100187.09,Debit,Dolores aspernatur consequatur autem.
1204,1392,2009-07-03,157476.04,Credit,Necessitatibus natus commodi aperiam impedit recusandae.
1205,3294,2004-11-06,45483.32,Credit,Deserunt illum corporis recusandae quam.
1206,4357,2013-06-06,50376.9,Debit,Porro perferendis velit in rem placeat.
1207,883,2002-11-20,89261.57,Debit,Debitis laudantium quaerat.
1208,4233,2016-05-02,342201.2,Credit,Hic debitis libero assumenda veniam.
1209,2967,2004-08-25,301030.2,Credit,Corrupti magni explicabo optio soluta fugit ratione.
1210,3379,2011-04-08,168026.07,Debit,Cumque consectetur sunt.
1211,3658,2015-02-26,186703.22,Credit,Ea vitae quibusdam recusandae commodi aliquam.
1212,549,2022-10-02,494081.5,Debit,Voluptatum non illo consequatur nihil.
1213,66,2014-04-01,428025.95,Debit,Hic quod enim molestias.
1214,506,2021-12-11,166869.73,Debit,Mollitia tempora corrupti sed doloribus pariatur exercitationem.
1215,639,2009-03-10,353268.25,Credit,Eos officia illum.
1216,1716,2012-02-28,378623.87,Debit,Odio nemo iure aliquid voluptatum adipisci illo.
1217,707,2010-05-04,395450.16,Debit,Ad corrupti et quaerat ut non.
1218,4108,2006-06-19,5042.46,Credit,Ipsam dolores placeat non occaecati repudiandae.
1219,511,2013-06-21,122932.21,Credit,Maxime blanditiis accusamus est illo tempore maiores.
1220,3435,2011-03-20,378519.76,Credit,Mollitia minus laudantium.
1221,1689,2011-05-03,381792.28,Debit,Enim repudiandae ut nisi.
1222,1366,2018-02-25,482148.82,Credit,Laudantium autem vel sunt.
1223,4729,2022-12-23,298846.11,Debit,Recusandae id sapiente id magni.
1224,3679,2020-03-07,295572.96,Debit,Inventore eius alias optio aut incidunt neque id.
1225,4923,2022-12-13,378072.69,Credit,Sint consectetur ipsam aperiam alias cupiditate fuga placeat.
1226,2265,2000-10-20,369894.33,Debit,Dolorum doloremque at est.
1227,1405,2005-08-21,329352.04,Credit,Suscipit aut aspernatur laborum.
1228,41,2025-02-06,427708.84,Credit,Veritatis necessitatibus neque tempora cumque tempore.
1229,2005,2007-08-16,156787.65,Credit,Earum vel quae architecto vitae tempora.
1230,489,2020-01-17,414467.86,Credit,Sunt excepturi necessitatibus consequuntur sed.
1231,2362,2001-07-25,102055.79,Debit,Debitis vel ab temporibus itaque ullam voluptatibus.
1232,3069,2013-02-01,118217.52,Debit,Illum dolorum autem ad dolorem tempore provident sequi.
1233,1029,2018-12-01,347798.46,Credit,Quae enim unde eveniet.
1234,1505,2010-05-05,404754.18,Credit,At mollitia repellendus id totam dolorem.
1235,400,2011-10-20,269242.44,Credit,Laborum mollitia error inventore facere animi eaque recusandae.
1236,3106,2005-01-23,123506.66,Debit,Nesciunt temporibus aliquid delectus nisi tempore numquam.
1237,2431,2016-10-15,474743.44,Debit,Sint consequatur minima possimus quos provident molestiae.
1238,4793,2019-09-04,327711.01,Debit,Corrupti ratione iusto tenetur voluptatem suscipit.
1239,1900,2008-02-25,391281.38,Credit,Quidem molestias a perspiciatis autem.
1240,2505,2016-09-04,302074.64,Credit,Excepturi doloremque laborum facilis.
1241,130,2009-10-15,212998.47,Debit,Adipisci quas explicabo nemo quis neque.
1242,4972,2005-03-04,409681.55,Credit,Porro molestias libero fuga.
1243,3134,2006-11-26,164459.55,Debit,Repellendus nesciunt eos et reprehenderit quibusdam iusto.
1244,678,2007-10-27,98767.23,Debit,Incidunt harum provident odio.
1245,3824,2000-06-22,267100.16,Credit,Iusto dolorem sit possimus.
1246,2254,2022-04-09,153662.84,Debit,Animi eum magnam veritatis nihil totam ab repellat.
1247,3604,2004-02-11,222803.74,Credit,Neque rerum accusantium fugit aspernatur minima.
1248,1391,2007-10-19,368034.1,Credit,Quae architecto facilis praesentium quia placeat velit.
1249,2168,2001-07-28,262729.32,Credit,Dolores quas odit.
1250,3179,2024-07-09,275664.98,Debit,Doloribus accusantium perferendis tenetur modi ab quis.
1251,3525,2004-02-04,36343.06,Credit,Quod facere doloribus minus pariatur assumenda ab asperiores.
1252,3152,2012-08-29,240842.1,Credit,Consectetur voluptatibus recusandae quia.
1253,894,2014-09-21,14822.45,Credit,Optio sed necessitatibus debitis cum quos corporis accusamus.
1254,464,2006-10-31,318671.29,Debit,Autem quis at.
1255,723,2023-10-09,112394.65,Debit,At id incidunt maiores ut.
1256,1903,2025-09-22,364920.14,Credit,Ratione harum esse cupiditate aliquid mollitia.
1257,2201,2023-03-30,16151.38,Debit,Id asperiores corporis voluptatum earum facilis commodi fugit.
1258,3858,2011-09-17,476703.81,Credit,Adipisci nesciunt id error esse veniam possimus consectetur.
1259,2516,2004-06-05,383716.93,Credit,Expedita error dolor quasi porro.
1260,403,2008-02-20,138624.12,Credit,Deserunt reiciendis laborum consectetur.
1261,3719,2025-11-09,139609.38,Credit,Animi deserunt illum voluptatum fugit ad distinctio provident.
1262,4862,2007-11-21,322825.31,Credit,Officia eaque harum.
1263,3586,2005-06-21,144205.57,Credit,Blanditiis molestiae delectus quis tenetur necessitatibus commodi.
1264,2896,2011-09-21,70306.06,Credit,Enim eum unde neque.
1265,435,2011-03-01,225370.95,Debit,Hic vel facere nihil.
1266,640,2001-02-19,86681.75,Debit,Fugiat saepe perferendis tempora quibusdam.
1267,4638,2017-07-27,389411.31,Credit,Vero modi accusantium temporibus quod debitis perspiciatis.
1268,2229,2002-04-07,480635.09,Debit,Beatae quibusdam sint qui magnam.
1269,59,2006-04-23,445410.09,Debit,Nemo itaque odit assumenda.
1270,1899,2011-02-13,484657.15,Debit,Non aut impedit saepe reprehenderit vitae.
1271,4051,2011-12-18,276804.67,Credit,Fugit rem rerum.
1272,4042,2007-04-30,192435.7,Debit,Temporibus eveniet doloremque excepturi.
1273,1821,2008-12-22,430439.48,Credit,Nihil nulla fugiat et minus.
1274,4478,2007-08-08,244661.65,Debit,Accusamus fugiat consequatur enim.
1275,171,2018-07-31,48290.66,Debit,Dicta aspernatur minus a.
1276,2811,2012-12-16,498667.52,Debit,Neque provident temporibus enim voluptates doloremque.
1277,2339,2009-03-27,361993.97,Credit,Eum accusamus id inventore.
1278,1562,2008-03-03,405151.89,Credit,Nisi voluptate quae quo voluptas nisi officia.
1279,1180,2000-11-13,187047.71,Credit,Debitis laudantium animi placeat autem sint quibusdam eius.
1280,4323,2023-05-22,173067.3,Debit,Magni rerum ex corrupti incidunt vitae magni ea.
1281,1237,2015-12-03,56980.81,Credit,Debitis dicta voluptatem pariatur aut itaque.
1282,1939,2000-05-27,218794.26,Credit,Fugiat veniam reprehenderit blanditiis.
1283,3222,2022-04-05,46221.42,Credit,Dolorem neque voluptatum.
1284,1894,2014-10-03,487457.19,Credit,Fuga at magni enim eum minus reiciendis.
1285,4409,2018-05-15,232363.73,Credit,Fugiat maxime assumenda officia facere maxime natus cumque.
1286,3748,2002-12-24,33627.62,Debit,Laborum recusandae eaque provident temporibus ea.
1287,2998,2012-03-16,324723.17,Credit,Consectetur quod labore architecto amet libero.
1288,2185,2013-03-26,437039.99,Debit,Laboriosam inventore laborum amet beatae harum quis.
1289,4431,2022-06-14,127865.27,Debit,Quas dicta eos animi accusamus nemo omnis.
1290,524,2013-08-01,379694.2,Credit,Earum quae corporis hic laborum facilis facilis.
1291,1617,2006-08-15,5527.12,Credit,Sit asperiores distinctio sunt vero.
1292,4079,2015-04-14,404111.7,Debit,Molestias ut exercitationem officiis ratione amet commodi ipsa.
1293,2771,2016-08-20,462130.6,Credit,Temporibus libero laudantium quae nesciunt cum.
1294,292,2016-10-06,233055.64,Debit,Nostrum culpa itaque sint.
1295,2371,2018-07-12,436245.56,Debit,Eaque earum vitae cum.
1296,4957,2009-11-21,122408.46,Credit,Consequatur atque laborum eveniet impedit dolorem nostrum repudiandae.
1297,1991,2020-10-01,484820.24,Credit,Labore voluptatibus modi maiores labore non.
1298,3276,2005-06-18,245380.72,Credit,Quidem nesciunt voluptatem sapiente.
1299,2202,2002-05-30,13804.66,Credit,Aperiam veniam repellendus eveniet autem adipisci assumenda vel.
1300,588,2014-02-12,358990.62,Credit,Eos eum accusantium tempora.
1301,251,2017-12-25,65646.76,Debit,Vero illum quam quo quibusdam.
1302,2299,2000-05-29,105233.83,Credit,Itaque qui excepturi cum.
1303,1451,2025-01-05,240485.39,Credit,Doloremque voluptates dicta inventore quibusdam dolores et.
1304,1097,2005-10-11,372761.68,Debit,Inventore harum necessitatibus pariatur.
1305,1109,2013-10-26,104030.41,Debit,Delectus dolor illo adipisci quibusdam doloremque.
1306,861,2013-11-17,144043.41,Debit,Pariatur suscipit sit repudiandae placeat vitae exercitationem.
