AccountID,CustomerID,AccountType,BranchID,Balance,OpenedDate
1275,843,Recurring Deposit,83,409358.55,2006-06-03
1276,1811,Savings,14,224171.68,2015-08-14
1277,528,Recurring Deposit,22,150324.39,2009-04-26
1278,4679,Fixed Deposit,5,776633.31,2020-04-01
1279,3939,Current,85,521010.2,2012-11-23
1280,630,Fixed Deposit,54,877027.66,2023-01-10
1281,4579,Fixed Deposit,60,126363.59,2010-11-26
1282,4920,Current,25,357636.79,2013-04-10
1283,3706,Savings,71,260760.54,2007-04-30
1284,1690,Fixed Deposit,89,437817.82,2010-12-25
1285,2097,Fixed Deposit,65,426779.36,2016-02-02
1286,1967,Recurring Deposit,18,175342.42,2013-04-15
1287,1984,Fixed Deposit,57,693785.62,2024-01-24
1288,4496,Current,77,365411.78,2016-07-06
1289,3517,Savings,58,579720.77,2009-02-23
1290,2073,Fixed Deposit,68,200729.73,2007-04-12
1291,3402,Savings,86,249696.58,2012-02-09
1292,1220,Fixed Deposit,87,262386.31,2002-10-16
1293,598,Savings,12,66030.6,2022-11-19
1294,4810,Current,20,407439.77,2007-08-27
1295,553,Savings,61,753928.24,2025-01-13
1296,4544,Fixed Deposit,24,628037.04,2012-05-17
1297,3561,Fixed Deposit,38,689412.59,2008-07-19
1298,1982,Recurring Deposit,30,69505.88,2022-10-23
1299,3816,Savings,38,111325.72,2024-05-26
1300,103,Fixed Deposit,3,40451.98,2002-03-16
1301,3588,Savings,5,996937.45,2016-05-10
1302,1034,Recurring Deposit,24,321819.41,2000-10-28
1303,83,Fixed Deposit,25,316439.1,2003-12-21
1304,213,Current,39,239867.67,2014-09-02
1305,2697,Recurring Deposit,72,638685.98,2018-08-29
1306,2673,Current,98,823263.51,2008-11-17
1307,2179,Recurring Deposit,43,362573.06,2025-05-07
1308,1214,Fixed Deposit,92,660642.53,2020-10-26
1309,1434,Recurring Deposit,91,545453.19,2017-10-21
1310,2348,Fixed Deposit,43,897149.62,2014-11-12
1311,752,Savings,86,179185.5,2021-09-25
1312,849,Savings,4,578982.44,2024-03-23
1313,4331,Current,21,159866.2,2017-02-20
1314,3530,Fixed Deposit,83,665809.75,2009-05-31
1315,3244,Recurring Deposit,61,221272.3,2014-02-06
1316,782,Recurring Deposit,54,227132.52,2024-07-18
1317,1990,Savings,36,318848.06,2011-02-10
1318,12,Fixed Deposit,98,30131.95,2003-02-10
1319,3844,Recurring Deposit,30,51771.4,2013-07-28
1320,2500,Fixed Deposit,41,289225.57,2005-05-11
1321,1172,Savings,30,304221.48,2018-07-22
1322,722,Current,95,655379.88,2011-03-19
1323,1101,Recurring Deposit,16,237614.54,2012-06-14
1324,1512,Fixed Deposit,52,17577.23,2022-06-24
1325,1935,Savings,16,642057.83,2012-06-03
1326,3531,Current,57,205118.91,2008-01-24
1327,157,Recurring Deposit,65,947093.77,2019-07-19
1328,2035,Savings,17,282033.39,2005-12-27
1329,2819,Savings,80,344076.86,2024-02-20
1330,1616,Savings,65,700697.5,2010-02-05
1331,599,Fixed Deposit,70,217528.63,2023-07-25
1332,3199,Fixed Deposit,46,455219.22,2021-12-13
1333,3966,Current,56,142249.16,2025-05-27
1334,1223,Savings,33,584445.11,2015-07-19
1335,4910,Recurring Deposit,34,665150.3,2022-03-17
1336,4575,Fixed Deposit,58,217750.46,2013-11-11
1337,2968,Fixed Deposit,37,953529.87,2017-04-12
1338,278,Current,92,820624.26,2023-06-01
1339,4168,Current,83,581365.33,2023-03-02
1340,1636,Savings,51,686010.4,2000-05-07
1341,1420,Savings,29,234945.65,2011-09-11
1342,2877,Savings,84,287818.13,2003-01-18
1343,4845,Savings,46,331710.39,2007-12-07
1344,4888,Savings,64,618792.83,2008-10-31
1345,532,Fixed Deposit,52,327869.64,2005-02-01
1346,4272,Recurring Deposit,47,6200.23,2023-07-29
1347,1566,Fixed Deposit,79,575664.98,2019-04-17
1348,3571,Current,62,737422.43,2008-05-26
1349,1041,Current,7,92389.77,2016-09-24
1350,4032,Current,34,67883.25,2005-04-08
1351,3318,Savings,77,677001.77,2025-03-27
1352,4903,Current,13,151380.97,2015-09-08
1353,2418,Savings,81,548016.23,2015-10-17
1354,2353,Recurring Deposit,72,819808.28,2017-05-22
1355,104,Savings,22,453017.6,2014-03-29
1356,4255,Fixed Deposit,53,554640.47,2004-03-04
1357,3082,Recurring Deposit,23,862730.61,2008-05-18
1358,1182,Recurring Deposit,32,29076.85,2007-06-20
1359,813,Savings,36,905974.79,2019-11-18
1360,2118,Fixed Deposit,63,175002.79,2011-07-06
1361,37,Current,90,283345.53,2017-11-25
1362,3737,Fixed Deposit,52,668700.37,2006-07-06
1363,153,Current,55,251671.89,2021-07-04
1364,1380,Fixed Deposit,25,804470.62,2011-09-26
1365,1049,Recurring Deposit,27,799171.6,2015-07-30
1366,1088,Current,32,732019.59,2004-07-15
1367,357,Fixed Deposit,4,982041.73,2009-11-17
1368,1770,Fixed Deposit,37,93230.47,2008-11-01
1369,3922,Current,23,432655.99,2006-04-07
1370,3559,Current,7,586499.99,2016-04-30
1371,1664,Recurring Deposit,85,158645.51,2003-09-18
1372,1916,Fixed Deposit,42,277146.66,2013-05-19
1373,3138,Current,88,956925.93,2010-03-25
1374,1678,Recurring Deposit,76,678178.44,2022-06-06
1375,3346,Recurring Deposit,23,121889.65,2018-01-17
1376,96,Savings,80,883608.05,2010-11-17
1377,2243,Savings,52,977158.39,2012-08-05
1378,3740,Fixed Deposit,26,318370.37,2003-12-12
1379,127,Fixed Deposit,91,490852.81,2020-06-16
1380,4979,Current,62,830060.84,2002-06-23
1381,4131,Fixed Deposit,6,374333.36,2025-04-11
1382,3658,Current,2,498700.93,2007-03-26
1383,1028,Fixed Deposit,68,63349.51,2015-08-10
1384,1851,Fixed Deposit,43,504929.31,2014-03-11
1385,122,Savings,48,838250.0,2000-08-24
1386,1585,Fixed Deposit,33,188637.76,2015-07-23
1387,4725,Savings,84,792563.66,2024-06-18
1388,4233,Recurring Deposit,24,296029.7,2014-12-04
1389,3179,Current,87,603023.92,2003-08-02
1390,2893,Recurring Deposit,98,457248.13,2001-08-07
1391,2475,Fixed Deposit,99,545506.63,2016-05-11
1392,4080,Recurring Deposit,96,401017.81,2011-06-21
1393,2433,Recurring Deposit,11,188006.55,2011-09-14
1394,2346,Current,56,420259.73,2010-07-24
1395,1057,Recurring Deposit,5,255882.4,2004-03-08
1396,4783,Current,92,718413.74,2021-06-12
1397,2047,Recurring Deposit,37,547298.98,2001-08-10
1398,3209,Current,37,903903.03,2016-06-17
1399,1519,Recurring Deposit,96,320224.06,2023-09-07
1400,1003,Fixed Deposit,26,73408.6,2013-02-10
1401,3501,Recurring Deposit,12,39698.93,2019-08-15
1402,4436,Fixed Deposit,90,540784.96,2008-01-28
1403,4523,Savings,42,236964.88,2015-08-08
1404,784,Savings,68,819530.61,2001-09-14
1405,229,Savings,16,616234.29,2004-03-23
1406,3413,Current,59,711643.22,2019-08-28
1407,1667,Recurring Deposit,6,600537.36,2014-10-04
1408,4693,Savings,7,858846.09,2011-08-07
1409,3587,Savings,9,807996.66,2022-03-28
1410,970,Savings,98,248296.96,2006-04-08
1411,3572,Fixed Deposit,87,483521.02,2007-11-29
1412,2574,Savings,70,721000.9,2002-01-27
1413,4010,Current,66,242339.81,2012-08-03
1414,2795,Savings,56,825838.39,2013-11-10
1415,2685,Savings,20,16375.77,2005-03-18
1416,1886,Fixed Deposit,70,753627.62,2008-08-13
1417,1341,Savings,9,453645.9,2019-11-22
1418,3743,Fixed Deposit,18,303400.24,2023-12-06
1419,3180,Fixed Deposit,16,426195.45,2023-10-10
1420,3520,Fixed Deposit,77,865505.89,2000-11-21
1421,2523,Savings,95,775019.94,2018-07-16
1422,3037,Savings,97,289123.57,2003-06-07
1423,399,Current,21,942358.17,2006-04-21
1424,2770,Fixed Deposit,1,146168.44,2021-10-18
1425,4564,Recurring Deposit,49,441866.16,2016-08-09
1426,3324,Savings,42,210396.38,2017-04-18
1427,3221,Fixed Deposit,28,947856.06,2017-03-13
1428,1614,Recurring Deposit,15,511344.44,2003-03-01
1429,1607,Fixed Deposit,15,48760.29,2025-03-01
1430,444,Current,56,531347.87,2015-06-17
1431,913,Savings,53,638259.32,2007-06-23
1432,3412,Recurring Deposit,24,355351.45,2019-09-22
1433,3550,Current,89,782136.98,2024-03-07
1434,2481,Current,6,864125.99,2009-02-27
1435,4311,Recurring Deposit,27,961316.42,2024-12-28
1436,7,Fixed Deposit,7,185908.77,2013-06-01
1437,1266,Fixed Deposit,11,916653.47,2015-06-06
1438,3697,Recurring Deposit,81,539743.76,2018-09-26
1439,1904,Recurring Deposit,56,338545.23,2013-08-02
1440,3129,Recurring Deposit,53,521758.62,2010-11-29
1441,2256,Fixed Deposit,56,12294.35,2009-05-30
1442,3254,Current,21,333072.34,2020-09-21
1443,2193,Recurring Deposit,67,396529.99,2013-11-16
1444,3506,Fixed Deposit,25,218452.35,2020-12-01
1445,1682,Savings,86,132684.47,2025-11-05
1446,1804,Savings,9,362495.99,2023-03-14
1447,1672,Current,10,338552.44,2015-09-06
1448,1906,Recurring Deposit,53,922712.88,2001-06-26
1449,242,Fixed Deposit,79,23515.06,2025-11-15
1450,1162,Recurring Deposit,47,528041.84,2001-09-07
1451,2097,Current,59,373474.68,2016-04-15
1452,185,Current,1,475923.48,2006-11-14
1453,150,Current,48,57667.97,2022-01-23
1454,4929,Fixed Deposit,33,714039.66,2025-10-16
1455,4932,Savings,18,5023.1,2023-02-16
1456,1316,Fixed Deposit,71,949614.9,2012-07-17
1457,634,Recurring Deposit,23,677286.1,2021-05-21
1458,2359,Fixed Deposit,79,816431.45,2004-07-11
1459,2848,Fixed Deposit,96,372971.07,2004-05-04
1460,1528,Fixed Deposit,48,397215.27,2023-07-17
1461,548,Recurring Deposit,54,838153.34,2021-12-09
1462,210,Savings,87,809312.85,2019-04-03
1463,22,Recurring Deposit,80,899155.63,2009-11-25
1464,3947,Savings,4,775896.26,2007-02-07
1465,4205,Recurring Deposit,29,644517.97,2006-05-21
1466,1097,Savings,12,554585.56,2025-09-24
1467,355,Fixed Deposit,65,450089.36,2023-11-20
1468,749,Savings,55,908134.31,2002-10-28
1469,4339,Current,33,558223.67,2003-06-26
1470,4586,Savings,89,530190.82,2024-04-06
1471,4582,Fixed Deposit,23,95709.77,2010-02-25
1472,2919,Current,57,488913.2,2019-04-04
1473,3054,Fixed Deposit,45,748271.36,2003-04-22
1474,3104,Recurring Deposit,50,379928.4,2021-11-07
1475,2054,Current,54,763336.12,2016-09-27
1476,2920,Fixed Deposit,89,160152.0,2018-06-24
1477,3751,Fixed Deposit,98,6743.12,2005-02-20
1478,3626,Recurring Deposit,85,119802.94,2019-04-02
1479,1992,Fixed Deposit,18,533414.71,2018-08-05
1480,3689,Current,56,32630.02,2016-07-01
1481,2123,Recurring Deposit,84,969673.75,2001-12-12
1482,3358,Current,61,591488.33,2007-10-15
1483,1036,Recurring Deposit,55,113496.55,2024-08-28
1484,4018,Savings,17,815639.84,2004-08-15
1485,1827,Recurring Deposit,57,274671.02,2005-12-10
1486,4949,Recurring Deposit,61,916440.33,2012-07-09
1487,2621,Current,39,430683.58,2001-08-17
1488,3544,Fixed Deposit,82,311269.65,2020-09-25
1489,2207,Current,66,364991.59,2013-02-27
1490,4860,Current,49,965728.99,2011-02-04
1491,2697,Savings,52,675197.85,2018-01-09
1492,4057,Recurring Deposit,21,993674.76,2018-04-14
1493,3468,Fixed Deposit,30,731087.57,2017-10-09
1494,2336,Recurring Deposit,45,590290.22,2019-05-17
1495,3657,Savings,95,343971.93,2002-06-30
1496,4469,Savings,91,639662.29,2006-05-28
1497,227,Savings,43,129546.46,2000-10-25
1498,2395,Current,39,247650.77,2018-12-13
1499,3539,Savings,54,205123.49,2016-01-17
1500,2806,Fixed Deposit,35,489083.85,2014-04-10
1501,3291,Current,14,305520.46,2013-03-02
1502,2070,Current,68,895454.88,2023-11-01
1503,2399,Fixed Deposit,23,29869.68,2015-11-13
1504,1902,Recurring Deposit,47,596247.76,2014-03-07
1505,1770,Recurring Deposit,10,825880.44,2025-07-29
1506,4736,Fixed Deposit,14,327696.78,2014-05-26
1507,284,Recurring Deposit,64,484406.25,2009-08-08
1508,3244,Recurring Deposit,22,232513.63,2015-09-06
1509,4297,Recurring Deposit,39,215014.33,2012-05-16
1510,1479,Fixed Deposit,18,550591.84,2022-07-27
1511,4184,Savings,55,203850.93,2001-02-28
1512,3729,Recurring Deposit,86,985167.17,2025-02-21
1513,3905,Recurring Deposit,55,749519.05,2014-11-10
1514,2474,Savings,79,824964.63,2025-03-14
1515,1653,Savings,9,954354.41,2015-06-25
1516,4441,Fixed Deposit,64,945434.36,2021-10-05
1517,4699,Recurring Deposit,50,744319.98,2015-05-21
1518,476,Current,7,69982.26,2000-11-24
1519,2146,Current,4,683625.61,2013-08-13
1520,3983,Recurring Deposit,57,358347.67,2017-01-18
1521,1083,Fixed Deposit,27,906124.62,2004-06-02
1522,2589,Current,61,786875.23,2004-06-18
1523,682,Fixed Deposit,98,216334.71,2016-03-18
1524,2340,Fixed Deposit,31,481739.76,2015-08-26
1525,1690,Recurring Deposit,92,906696.12,2002-01-13
1526,2862,Recurring Deposit,47,365901.86,2021-10-12
1527,2388,Recurring Deposit,26,675215.31,2006-08-26
1528,3280,Current,13,884981.89,2003-02-09
1529,2912,Savings,100,732373.16,2017-05-03
1530,1467,Fixed Deposit,6,926483.12,2016-11-20
1531,3134,Recurring Deposit,81,29599.69,2011-08-08
1532,3529,Current,68,49280.22,2018-02-11
1533,2377,Fixed Deposit,27,690716.4,2005-01-04
1534,2068,Savings,15,843498.32,2014-02-04
1535,3438,Fixed Deposit,78,498633.0,2005-10-05
1536,1534,Current,56,267643.11,2024-01-25
1537,4581,Current,81,746196.03,2005-02-25
1538,1298,Current,61,812031.36,2005-07-16
1539,2787,Savings,70,734528.28,2022-10-04
1540,2666,Savings,94,828514.32,2007-08-05
1541,1722,Current,82,681348.22,2011-03-02
1542,1681,Savings,32,621654.7,2022-01-23
1543,4532,Savings,81,578806.96,2009-04-23
1544,738,Current,14,70934.03,2016-07-07
1545,4828,Recurring Deposit,20,244990.98,2011-05-10
1546,1212,Fixed Deposit,24,717119.06,2025-09-12
1547,4133,Recurring Deposit,2,95662.78,2000-11-06
1548,4058,Savings,55,120656.52,2010-07-31
1549,3046,Current,44,719797.08,2004-05-12
1550,3585,Current,1,626841.32,2007-03-16
1551,4975,Fixed Deposit,58,128151.68,2021-12-10
1552,1948,Current,7,755446.87,2022-06-18
1553,399,Current,74,706460.94,2009-10-13
1554,3008,Recurring Deposit,8,840940.46,2010-11-07
1555,4724,Savings,63,390024.3,2003-06-20
1556,1708,Savings,4,591944.61,2020-04-17
1557,4920,Current,6,501700.97,2003-07-17
1558,1283,Current,58,384684.53,2015-05-12
1559,2796,Recurring Deposit,28,740748.02,2022-07-18
1560,3462,Savings,74,405926.19,2007-02-10
1561,4100,Savings,37,608850.77,2022-12-18
1562,1648,Current,81,590271.64,2014-04-13
1563,3350,Savings,71,995073.22,2009-11-01
1564,3132,Recurring Deposit,36,397134.54,2012-07-03
1565,2762,Recurring Deposit,54,120032.8,2003-10-07
1566,163,Savings,93,538708.77,2021-10-04
1567,831,Current,74,922413.93,2000-10-14
1568,1849,Fixed Deposit,64,897671.35,2021-03-11
1569,154,Fixed Deposit,80,961462.75,2007-09-15
1570,3686,Recurring Deposit,51,558786.03,2018-05-09
1571,1495,Recurring Deposit,82,917755.99,2014-10-12
1572,3509,Fixed Deposit,86,428490.7,2003-06-27
1573,3532,Savings,32,844263.03,2015-01-28
1574,4933,Savings,24,562167.82,2025-12-29
1575,4007,Current,62,595054.26,2000-10-18
1576,4235,Recurring Deposit,80,806326.06,2001-12-23
1577,112,Recurring Deposit,82,633274.89,2010-12-11
1578,4317,Current,96,481682.92,2003-03-24
1579,1053,Savings,39,58935.55,2011-10-24
1580,3271,Savings,81,131556.24,2021-10-18
1581,2999,Fixed Deposit,84,300847.55,2012-08-26
1582,1823,Savings,100,867465.37,2011-10-28
1583,621,Recurring Deposit,14,136612.06,2015-04-16
1584,655,Fixed Deposit,76,127791.6,2010-04-28
1585,4213,Savings,81,946389.35,2012-03-28
1586,2734,Fixed Deposit,71,390044.96,2010-03-16
1587,4432,Fixed Deposit,86,90562.62,2016-06-22
1588,3266,Recurring Deposit,5,958293.28,2006-03-27
1589,374,Fixed Deposit,38,187787.14,2021-10-05
1590,4990,Fixed Deposit,61,22974.52,2014-12-16
1591,4511,Recurring Deposit,40,515492.32,2002-12-17
1592,4744,Recurring Deposit,32,714133.57,2002-05-15
1593,3523,Savings,76,777798.62,2002-05-22
1594,2102,Savings,52,475416.08,2015-08-03
1595,3655,Fixed Deposit,76,95100.95,2014-10-05
1596,4598,Current,16,908604.33,2022-12-03
1597,2492,Fixed Deposit,92,831156.5,2018-06-21
1598,1484,Recurring Deposit,19,862561.46,2003-05-13
1599,2187,Current,99,26854.23,2018-07-23
1600,3197,Current,23,740957.04,2011-02-01
1601,1788,Recurring Deposit,90,113305.99,2024-10-17
1602,1491,Recurring Deposit,34,346360.71,2007-04-22
1603,3265,Recurring Deposit,76,328515.21,2018-08-20
1604,2031,Fixed Deposit,73,168924.04,2025-05-02
1605,1432,Fixed Deposit,44,169842.7,2012-10-27
1606,673,Savings,54,132698.18,2013-11-23
1607,3111,Current,49,420355.78,2010-08-25
1608,1712,Fixed Deposit,74,252878.35,2018-02-04
1609,161,Savings,20,907804.91,2002-07-27
1610,1265,Savings,82,181841.56,2016-08-14
1611,2596,Fixed Deposit,89,847132.11,2019-04-25
1612,4151,Current,45,915401.53,2002-04-28
1613,4045,Current,41,548969.85,2021-08-03
1614,596,Recurring Deposit,65,699795.14,2014-02-11
1615,1786,Savings,46,129150.8,2019-04-29
1616,3677,Fixed Deposit,71,367310.31,2000-07-05
1617,2736,Recurring Deposit,41,13568.77,2020-10-01
1618,1528,Current,86,388994.68,2024-06-22
1619,4661,Recurring Deposit,78,8093.39,2006-08-27
1620,4798,Savings,65,557989.78,2016-02-19
1621,1361,Savings,100,49431.2,2014-06-05
1622,4770,Current,83,526897.16,2013-09-17
1623,1150,Fixed Deposit,48,29811.07,2000-08-10
1624,2296,Fixed Deposit,78,617728.5,2011-10-08
1625,706,Fixed Deposit,44,108940.15,2016-04-29
1626,413,Recurring Deposit,79,319036.82,2016-05-11
1627,213,Recurring Deposit,95,883631.53,2021-03-21
1628,1715,Fixed Deposit,11,549582.74,2010-09-21
1629,3074,Fixed Deposit,63,387978.36,2009-11-12
1630,819,Current,42,729465.28,2014-01-22
1631,2323,Current,24,63345.88,2016-10-12
1632,511,Recurring Deposit,73,273812.94,2006-06-08
1633,367,Current,7,511694.34,2016-03-01
1634,2697,Savings,84,343871.8,2024-08-31
1635,483,Current,37,697074.79,2009-04-26
1636,1315,Current,29,783695.0,2018-07-18
1637,101,Fixed Deposit,20,748458.83,2019-12-19
1638,696,Fixed Deposit,55,333459.68,2005-01-21
1639,4252,Fixed Deposit,100,961180.93,2014-03-14
1640,2958,Current,47,11619.91,2021-03-07
1641,68,Savings,2,945254.48,2003-06-01
1642,1133,Savings,24,762696.71,2021-02-22
1643,2123,Savings,49,368562.23,2024-08-16
1644,3552,Fixed Deposit,20,189882.53,2007-01-15
1645,3337,Savings,91,856108.98,2021-07-27
1646,735,Savings,26,512939.86,2022-09-22
1647,1662,Fixed Deposit,59,998734.02,2001-02-26
1648,3322,Fixed Deposit,70,675342.4,2006-02-14
1649,2674,Current,45,612975.78,2007-10-29
1650,4138,Savings,86,756314.03,2016-06-30
1651,83,Savings,98,164066.39,2009-05-14
1652,1138,Savings,31,21146.24,2006-10-10
1653,2185,Fixed Deposit,92,386338.26,2005-12-02
1654,2039,Current,61,808750.3,2018-01-20
1655,1517,Fixed Deposit,59,127207.96,2000-11-21
1656,1167,Current,98,869106.73,2023-04-03
1657,4413,Fixed Deposit,31,235311.78,2024-11-09
1658,887,Current,46,600596.0,2018-12-09
1659,2738,Current,8,309473.98,2017-02-21
1660,4934,Fixed Deposit,29,608744.19,2021-11-08
1661,3944,Savings,80,103518.35,2007-08-09
1662,3567,Current,52,969332.62,2004-03-20
1663,3936,Current,27,704320.1,2019-08-14
1664,2643,Current,32,840957.32,2021-06-17
1665,2852,Fixed Deposit,19,185772.77,2019-06-08
1666,2818,Fixed Deposit,36,292776.97,2005-05-16
1667,1289,Fixed Deposit,45,159675.71,2011-10-15
1668,1132,Current,29,304258.31,2012-01-31
1669,4567,Current,38,869217.0,2015-11-09
1670,4286,Recurring Deposit,73,380788.93,2011-10-16
1671,4916,Current,10,77173.53,2001-11-12
1672,2284,Fixed Deposit,48,419429.12,2024-07-07
1673,728,Current,87,192468.51,2007-09-03
1674,4526,Current,35,17558.34,2007-10-10
1675,4547,Current,50,642085.37,2013-05-14
1676,4930,Recurring Deposit,34,674056.83,2009-11-19
1677,699,Current,61,534454.99,2016-05-03
1678,3204,Recurring Deposit,96,7519.35,2015-07-17
1679,3834,Fixed Deposit,73,471225.39,2021-12-21
1680,4729,Current,82,705682.58,2005-11-15
1681,1681,Recurring Deposit,33,90330.78,2010-10-19
1682,4473,Current,26,468207.85,2015-12-10
1683,4319,Savings,34,791631.78,2001-09-05
1684,741,Recurring Deposit,17,268001.29,2021-12-04
1685,4674,Savings,82,603991.37,2017-04-25
1686,2448,Savings,96,50392.61,2014-09-30
1687,1654,Fixed Deposit,22,34150.56,2009-09-21
1688,1703,Current,68,899108.56,2023-08-14
1689,2002,Fixed Deposit,26,829084.94,2013-07-14
1690,1358,Savings,92,188551.87,2020-07-20
1691,4954,Recurring Deposit,8,213062.31,2023-07-26
1692,1330,Savings,61,97210.74,2025-07-01
1693,3537,Current,39,748566.54,2010-07-02
1694,3143,Recurring Deposit,57,386225.15,2000-08-04
1695,3592,Savings,76,488116.96,2009-11-19
1696,2249,Current,8,624545.68,2013-06-15
1697,2701,Savings,67,104453.63,2015-09-20
1698,537,Fixed Deposit,70,318562.47,2003-07-30
1699,2114,Fixed Deposit,64,577010.91,2017-03-24
1700,4296,Savings,66,770259.88,2013-09-03
1701,4634,Current,79,444849.08,2020-03-02
1702,1156,Current,96,721870.46,2004-09-30
1703,986,Current,54,589900.58,2004-05-08
1704,1502,Current,75,705428.2,2013-05-07
1705,2203,Fixed Deposit,36,245554.79,2010-02-19
1706,508,Savings,6,557180.79,2018-06-06
1707,3788,Fixed Deposit,56,321309.97,2005-04-03
1708,4102,Savings,62,263908.5,2002-08-12
1709,4413,Fixed Deposit,44,725023.6,2005-01-30
1710,1490,Current,84,342723.7,2011-02-13
1711,157,Savings,57,829049.58,2006-12-21
1712,730,Fixed Deposit,97,446531.04,2015-01-31
1713,4848,Savings,15,451066.89,2017-01-23
1714,4332,Recurring Deposit,53,197498.47,2006-06-11
1715,4463,Fixed Deposit,51,643196.56,2000-04-01
1716,1955,Fixed Deposit,11,985756.04,2020-09-20
1717,1313,Current,75,404060.19,2012-04-16
1718,2961,Current,85,828635.05,2003-09-09
1719,2466,Recurring Deposit,81,757474.29,2001-06-18
1720,720,Recurring Deposit,34,562491.23,2022-01-19
1721,515,Savings,93,447219.55,2011-08-16
1722,903,Current,6,935308.18,2017-10-27
1723,4365,Current,76,447712.55,2002-09-13
1724,1781,Current,90,126143.2,2003-01-10
1725,266,Current,16,564897.63,2010-10-23
1726,3413,Savings,38,919705.25,2012-06-13
1727,2418,Recurring Deposit,4,285270.39,2016-05-20
1728,975,Fixed Deposit,4,995881.58,2022-04-02
1729,2252,Current,83,664808.13,2011-09-16
1730,2909,Fixed Deposit,96,330033.12,2021-07-05
1731,2,Fixed Deposit,46,26989.83,2003-03-23
1732,2325,Current,72,523782.84,2021-02-09
1733,776,Savings,82,689648.5,2011-01-25
1734,2795,Recurring Deposit,46,5529.36,2014-11-17
1735,768,Savings,32,299757.58,2011-11-03
1736,3842,Current,48,607479.5,2001-10-20
1737,3675,Fixed Deposit,25,323360.68,2019-08-23
1738,3361,Current,48,643863.07,2009-09-29
1739,3965,Savings,58,940802.72,2022-02-27
1740,462,Current,91,494089.17,2024-11-10
1741,4486,Recurring Deposit,79,916152.17,2019-11-30
1742,2361,Recurring Deposit,72,221567.43,2001-04-18
1743,3175,Savings,97,292531.06,2020-12-07
1744,1813,Recurring Deposit,55,712946.06,2010-08-10
1745,2438,Recurring Deposit,11,370280.24,2025-11-26
1746,4060,Current,85,484581.08,2014-08-29
1747,2262,Fixed Deposit,83,474411.52,2004-10-07
1748,322,Savings,13,87695.05,2006-05-26
1749,4964,Savings,58,283517.46,2002-02-23
1750,3372,Current,57,384295.14,2013-12-10
1751,4094,Fixed Deposit,2,323712.94,2007-10-22
1752,365,Current,93,9525.25,2004-07-24
1753,3185,Savings,6,464086.21,2001-03-11
1754,182,Recurring Deposit,36,844011.38,2025-10-04
1755,2582,Current,54,401704.8,2023-02-07
1756,3419,Current,87,198785.35,2006-09-02
1757,1890,Savings,70,547473.19,2025-06-02
1758,1048,Fixed Deposit,77,291119.8,2008-04-15
1759,1238,Recurring Deposit,65,914854.24,2006-08-18
1760,239,Current,34,29135.45,2001-01-04
1761,2787,Fixed Deposit,26,80096.49,2012-04-08
1762,1386,Fixed Deposit,45,650382.75,2016-11-06
1763,416,Current,3,942260.72,2021-12-13
1764,2646,Savings,8,46492.65,2004-05-14
1765,3298,Savings,69,651106.72,2024-11-29
1766,2524,Current,95,324986.56,2015-04-07
1767,1921,Current,62,950630.65,2001-12-31
1768,1869,Savings,41,3064.4,2021-12-31
1769,1616,Fixed Deposit,57,695155.06,2023-01-02
1770,4967,Savings,61,242348.27,2024-08-27
1771,701,Current,84,674278.6,2007-09-20
1772,3901,Recurring Deposit,76,396123.93,2022-12-23
1773,1141,Recurring Deposit,59,531431.33,2010-07-14
1774,3439,Recurring Deposit,86,412713.72,2016-04-06
1775,3824,Current,59,305526.57,2007-12-22
1776,2995,Savings,11,855414.89,2002-02-04
1777,1817,Current,89,776828.9,2023-04-23
1778,1983,Fixed Deposit,51,363166.37,2020-09-10
1779,630,Current,17,948745.18,2012-02-29
1780,355,Fixed Deposit,58,871302.67,2004-11-03
1781,1503,Recurring Deposit,35,498651.07,2022-09-17
1782,1958,Savings,33,421691.42,2019-03-16
1783,414,Current,7,765941.91,2022-08-31
1784,3506,Fixed Deposit,97,671113.98,2005-01-06
1785,4981,Recurring Deposit,94,768373.21,2007-04-19
1786,2912,Savings,96,33665.74,2015-09-16
1787,2593,Recurring Deposit,49,118729.21,2003-12-19
1788,1462,Savings,47,670641.75,2003-03-06
1789,2541,Savings,26,346630.41,2006-09-06
1790,4792,Recurring Deposit,52,576109.77,2000-06-07
1791,4431,Fixed Deposit,90,645303.17,2020-08-06
1792,4997,Current,30,949219.9,2010-11-17
1793,3949,Savings,7,309602.84,2006-07-17
1794,3427,Recurring Deposit,68,352271.94,2012-03-01
1795,691,Fixed Deposit,93,353161.35,2013-08-31
1796,4544,Savings,51,641819.69,2001-02-13
1797,4593,Recurring Deposit,6,718685.12,2007-11-07
1798,2909,Savings,92,250427.83,2017-06-05
1799,277,Recurring Deposit,84,199048.07,2018-05-21
1800,4857,Recurring Deposit,24,67830.57,2014-08-08
1801,367,Current,67,66251.04,2006-05-17
1802,2931,Recurring Deposit,6,36797.66,2017-01-25
1803,2184,Fixed Deposit,86,93387.02,2016-05-13
1804,677,Current,67,546549.56,2000-08-17
1805,3665,Current,51,342433.81,2009-07-19
1806,4714,Savings,42,324748.33,2009-10-04
1807,2328,Current,45,537717.92,2018-05-25
1808,3897,Recurring Deposit,100,273369.78,2025-06-11
1809,1722,Savings,40,302109.52,2004-05-07
1810,3864,Fixed Deposit,20,182645.22,2020-06-14
